user_id,sign_up_date,gender,marital_status,children_status,home_country,home_city,home_airport,destination,destination_airport,page_clicks,base_fare_usd,home_airport_lat,home_airport_lon,destination_airport_lat,destination_airport_lon,check_in_time,check_out_time,age,avg_session_length,num_sessions,total_flights_booked,total_hotels_booked,total_return_flights_booked,total_checked_bags,cancellations,total_flight_discounts,total_hotel_discounts,total_rooms_booked,Avg_checked_bags,Avg_flight_discount_amount,Avg_base_fare,Avg_hotel_discount_amount,Avg_page_clicks,cancellations_ratio,Avg_flights_booked,Avg_hotels_booked,length_of_stay,flight_distance_km,dollars_saved,ADS,scaled_ADS,discount_flight_proportion,scaled_distance,ADS_per_km,bargain_hunter_index,Clusters,Perks,free_checked_bags_index,free_checked_bags,free_hotel_meals_index,free_hotel_meals,no_cancellation_fee_index,no_cancellation_fee,one_night_free_hotel_index,one_night_free_hotel,Exclusive_Discount,min_rank,preferred_perk
507573,03/01/2023,F,Unmarried,Has no children,usa,denver,DEN,toronto,YZD,102,372.51,39.858,-104.667,43.862,-79.37,30/05/2023 14:39,02/06/2023 11:00,42,1.6,8,3,3,2,2,0,2,0,3,2,0.333333333,372.51,0,102,0,3,3,2,2132.860076,745.02,745.02,0.032107163,0,0.133092527,0.001645236,746.62,0,['Free checked bags'],2134.860076,891,8,1588,102,1985,5,1331,976,891,Free Checked Bags
507617,03/01/2023,F,Married,Has no children,canada,montreal,YUL,new york,JFK,127,920.51,45.468,-73.741,40.64,-73.779,27/06/2023 09:40,30/06/2023 11:00,48,1.7,9,2,2,2,2,0,1,2,3,2,0.166666667,920.51,2,127,0,2,2,3,536.8579654,920.51,920.51,0.039670029,0,0.032852998,0.008235071,922.5433333,1,['One night free hotel with flight'],538.8579654,2180,8,825,127,774,5,883,714,714,Exclusive Discount
507728,03/01/2023,F,Married,Has children,usa,st. louis,STL,las vegas,LSV,79,402.99,38.748,-90.36,39.717,-86.294,09/02/2023 17:45,10/02/2023 11:00,38,1.2,8,2,2,2,0,0,1,1,2,0,0.166666667,402.99,1,79,0,2,2,0,366.3653098,402.99,402.99,0.017367139,0,0.022144927,0.005348523,404.3566667,1,['One night free hotel with flight'],366.3653098,2299,4,1932,79,2195,2,2037,1436,1436,Exclusive Discount
507732,03/01/2023,M,Unmarried,Has no children,usa,new york,JFK,nashville,IND,263,392.79,40.64,-73.779,39.717,-86.294,19/07/2023 15:32,23/07/2023 11:00,46,11.2,8,4,6,2,2,1,1,3,7,2,0.166666667,392.79,3,263,1,4,6,3,1067.267081,392.79,392.79,0.016927563,0,0.066166212,0.001744769,404.49,2,['No cancellation fee'],1069.267081,335,16,95,264,330,7,218,414,95,Free Hotel Meals
507753,03/01/2023,F,Unmarried,Has children,usa,nashville,BNA,new york,LGA,126,188.11,36.124,-86.678,40.64,-73.779,17/02/2023 10:32,25/02/2023 11:00,24,2,8,1,1,1,1,0,3,0,1,1,0.5,188.11,0,126,0,1,1,8,1229.771137,564.33,564.33,0.0243202,0,0.076372545,0.002171749,566.33,1,['One night free hotel with flight'],1230.771137,1606,10,523,126,802,9,306,1170,306,One Night Free Hotel
507759,03/01/2023,F,Married,Has no children,canada,victoria,YYJ,san diego,YED,95,333.22,48.647,-123.426,53.667,-113.467,09/05/2023 11:06,12/05/2023 11:00,49,1.5,8,3,3,3,2,0,3,0,3,2,0.5,333.22,0,95,0,3,3,2,889.6637659,999.66,999.66,0.043081054,0,0.055011544,0.005340874,1001.16,0,['Free checked bags'],891.6637659,1555,8,1589,95,2044,5,1332,763,763,Exclusive Discount
507773,03/01/2023,F,Unmarried,Has no children,usa,little rock,LIT,fresno,FAT,123,442.96,34.729,-92.224,36.776,-119.718,01/04/2023 20:06,02/04/2023 11:00,39,1.9,8,2,3,2,1,0,0,0,3,1,0,442.96,0,123,0,2,3,0,2482.933569,0,0,0,0,0.155079467,0,1.9,1,['One night free hotel with flight'],2483.933569,821,6,1306,123,903,2,2038,2054,821,Free Checked Bags
507805,03/01/2023,F,Married,Has children,usa,san jose,SJC,san diego,SAN,289,1427.21,37.362,-121.929,40.64,-73.779,28/11/2023 12:57,16/12/2023 11:00,43,17.2,8,6,6,6,6,1,1,2,9,6,0.166666667,1427.21,2,289,1,6,6,17,4124.793561,1427.21,1427.21,0.061506624,0,0.258199176,0.001624602,1444.743333,2,['No cancellation fee'],4130.793561,69,32,4,290,277,23,7,215,4,Free Hotel Meals
508050,03/01/2023,F,Married,Has no children,usa,new york,JFK,tucson,YOW,135,600.64,40.64,-73.779,45.323,-75.669,28/06/2023 18:28,28/07/2023 11:00,47,2.1,8,4,3,4,3,0,3,2,4,3,0.5,600.64,2,135,0,4,3,29,542.9041329,1801.92,1801.92,0.077655016,0,0.033232737,0.015936143,1805.02,0,['Free checked bags'],545.9041329,1832,36,8,135,1280,33,8,290,8,Free Hotel Meals
508096,03/01/2023,F,Married,Has no children,usa,spokane,SKA,new york,JFK,108,654.04,47.615,-117.656,40.64,-73.779,02/06/2023 17:57,04/06/2023 11:00,65,1.5,9,2,3,2,1,0,1,0,3,1,0.166666667,654.04,0,108,0,2,3,1,3537.16245,654.04,654.04,0.028186316,0,0.22129204,0.000868665,655.54,1,['One night free hotel with flight'],3538.16245,366,7,1046,108,1352,3,1629,1025,366,Free Checked Bags
508111,03/01/2023,F,Married,Has children,usa,fort worth,FTW,fresno,FAT,321,344.85,32.82,-97.362,36.776,-119.718,18/01/2023 11:36,24/01/2023 11:00,40,16.9,8,1,1,1,0,1,3,1,1,0,0.5,344.85,1,321,1,1,1,5,2083.04366,1034.55,1034.55,0.044584663,0,0.129963725,0.002339608,1051.95,2,['No cancellation fee'],2083.04366,220,7,377,322,215,6,279,292,215,No Cancellation Fee
508144,03/01/2023,F,Unmarried,Has no children,usa,new york,JFK,seattle,MKE,105,718.8,40.64,-73.779,47.53,-76.668,20/07/2023 19:51,25/07/2023 11:00,38,1.6,8,3,3,3,1,0,2,1,3,1,0.333333333,718.8,1,105,0,3,3,4,799.9721283,1437.6,1437.6,0.061954388,0,0.049378314,0.008556884,1439.533333,0,['Free checked bags'],800.9721283,1612,10,1107,105,1946,7,701,451,451,Exclusive Discount
508153,03/01/2023,M,Unmarried,Has no children,canada,halifax,YAW,phoenix,PHX,110,1342.22,44.64,-63.499,33.942,-112.383,04/05/2023 16:58,05/05/2023 11:00,32,1.7,8,2,2,1,1,0,1,2,4,1,0.166666667,1342.22,2,110,0,2,2,0,4302.588185,1342.22,1342.22,0.057843919,0,0.269365858,0.001464519,1344.253333,1,['One night free hotel with flight'],4303.588185,74,6,1307,110,1278,2,2039,425,74,Free Checked Bags
508240,03/01/2023,F,Unmarried,Has no children,usa,san antonio,SKF,tucson,TUS,121,225.57,29.384,-98.581,32.847,-96.852,01/06/2023 14:31,03/06/2023 11:00,29,1.9,8,3,3,2,2,0,3,1,3,2,0.5,225.57,1,121,0,3,3,1,418.7496841,676.71,676.71,0.029163296,0,0.025435013,0.007819599,679.11,0,['Free checked bags'],420.7496841,1944,7,1815,121,1650,4,1707,1091,1091,Exclusive Discount
508360,03/01/2023,F,Unmarried,Has no children,usa,new york,JFK,houston,EFD,127,782.48,40.64,-73.779,39.175,-76.668,11/05/2023 16:22,14/05/2023 11:00,37,1.9,8,2,2,2,0,0,3,0,3,0,0.5,782.48,0,127,0,2,2,2,295.3697247,2347.44,2347.44,0.101164586,0,0.017685933,0.039010397,2349.34,1,['One night free hotel with flight'],295.3697247,2333,7,1047,127,775,4,1196,117,117,Exclusive Discount
508367,03/01/2023,F,Married,Has no children,usa,lubbock,LBB,new york,UGN,126,556.71,33.664,-101.823,42.364,-71.005,15/05/2023 12:24,18/05/2023 11:00,48,1.8,9,4,3,4,1,0,2,3,3,1,0.333333333,556.71,3,126,0,4,3,2,2849.141892,1113.42,1113.42,0.047983622,0,0.178079781,0.001837631,1116.22,0,['Free checked bags'],2850.141892,575,8,1590,126,1524,6,975,675,575,Free Checked Bags
508497,03/01/2023,F,Unmarried,Has no children,canada,calgary,YYC,los angeles,LAX,154,356.24,51.114,-114.02,33.942,-118.408,30/01/2023 11:00,09/02/2023 11:00,37,2.1,9,1,2,1,0,0,0,0,2,0,0,356.24,0,154,0,1,2,10,1942.110292,0,0,0,0,0.121112174,0,2.1,1,['One night free hotel with flight'],1942.110292,1178,14,222,154,303,11,205,1983,205,One Night Free Hotel
508546,03/01/2023,F,Unmarried,Has no children,usa,cincinnati,LUK,san francisco,SFO,110,543.49,39.103,-84.419,37.619,-89.977,22/07/2023 09:50,24/07/2023 11:00,29,1.7,8,3,2,3,2,0,1,0,2,2,0.166666667,543.49,0,110,0,3,2,2,511.8185971,543.49,543.49,0.023422086,0,0.031280359,0.005106621,545.19,1,['One night free hotel with flight'],513.8185971,2208,6,1308,110,1279,5,884,1200,884,One Night Free Hotel
508625,03/01/2023,F,Unmarried,Has no children,usa,new york,JFK,washington,SAT,378,1234.04,40.64,-73.779,38.852,-77.037,05/07/2023 11:00,18/07/2023 11:00,43,18,8,4,4,4,4,1,2,1,9,4,0.333333333,1234.04,1,378,1,4,4,13,342.181909,2468.08,2468.08,0.106363652,0,0.020626049,0.035168758,2486.413333,2,['No cancellation fee'],346.181909,424,26,13,379,121,17,29,105,13,Free Hotel Meals
508693,03/01/2023,F,Married,Has no children,canada,halifax,YAW,quebec,YQB,150,1336.17,44.64,-63.499,46.788,-71.398,24/07/2023 13:49,25/07/2023 11:00,55,2.3,8,2,3,2,1,0,1,3,4,1,0.166666667,1336.17,3,150,0,2,3,0,657.7821244,1336.17,1336.17,0.05758319,0,0.040447838,0.009709128,1338.97,1,['One night free hotel with flight'],658.7821244,2029,7,1048,150,367,2,2040,431,367,No Cancellation Fee
508713,03/01/2023,F,Unmarried,Has children,usa,los angeles,LAX,new york,JFK,77,740.46,33.942,-118.408,40.64,-73.779,17/01/2023 13:58,20/01/2023 11:00,18,1.2,8,1,1,1,2,0,1,2,1,2,0.166666667,740.46,2,77,0,1,1,2,3974.209843,740.46,740.46,0.031910647,0,0.248741518,0.000874918,741.9933333,1,['One night free hotel with flight'],3976.209843,141,4,1933,77,2234,3,1630,878,141,Free Checked Bags
508731,03/01/2023,F,Married,Has no children,usa,norfolk,NGU,winnipeg,YWG,150,375.65,36.938,-76.289,50.056,-73.779,26/06/2023 11:45,29/06/2023 11:00,55,2.3,8,3,4,3,4,0,2,2,4,4,0.333333333,375.65,2,150,0,3,4,2,1472.412012,751.3,751.3,0.032377804,0,0.091612003,0.002410321,754.2666667,0,['Free checked bags'],1476.412012,1164,10,1108,150,889,5,1333,968,889,No Cancellation Fee
508829,04/01/2023,F,Unmarried,Has no children,usa,burlington,BTV,phoenix,LUF,312,2340.91,44.472,-73.153,33.535,100.607,22/11/2023 05:51,28/11/2023 11:00,17,16.8,8,4,5,4,1,1,2,3,5,1,0.333333333,2340.91,3,312,1,4,5,6,11318.15996,4681.82,4681.82,0.201766341,0,0.709990347,0.0019381,4699.62,2,['No cancellation fee'],11319.15996,7,16,96,313,230,10,113,27,7,Free Checked Bags
508848,04/01/2023,F,Married,Has children,usa,st. louis,STL,new york,JFK,143,274.25,38.748,-90.36,40.64,-73.779,24/04/2023 09:32,01/05/2023 11:00,53,2.2,8,2,2,2,2,0,1,1,2,2,0.166666667,274.25,1,143,0,2,2,7,1431.994705,274.25,274.25,0.011818998,0,0.089073528,0.000904923,276.6166667,1,['One night free hotel with flight'],1433.994705,1482,11,410,143,458,9,307,1622,307,One Night Free Hotel
508849,04/01/2023,F,Unmarried,Has no children,usa,charlotte,CLT,tucson,YOW,116,1417.97,35.214,-80.943,47.53,-75.669,09/05/2023 16:34,16/05/2023 11:00,38,1.8,8,3,4,3,1,0,1,1,6,1,0.166666667,1417.97,1,116,0,3,4,6,1437.565324,1417.97,1417.97,0.061108419,0,0.0894234,0.00466047,1419.936667,0,['Free checked bags'],1438.565324,1186,16,263,116,1758,9,374,464,263,Free Hotel Meals
508857,04/01/2023,F,Married,Has no children,canada,ottawa,YOW,phoenix,YXD,132,1185.16,45.323,-75.669,53.667,-73.779,01/05/2023 10:40,10/05/2023 11:00,44,2.1,8,5,5,5,2,0,0,1,6,2,0,1185.16,1,132,0,5,5,9,937.7074313,0,0,0,0,0.058029006,0,2.1,0,['Free checked bags'],939.7074313,1536,20,96,132,1363,14,108,1862,96,Free Hotel Meals
508860,04/01/2023,M,Married,Has no children,usa,los angeles,LAX,tucson,SAN,88,138.52,33.942,-118.408,32.699,-110.883,19/04/2023 18:54,22/04/2023 11:00,28,1.4,8,2,2,2,1,0,1,3,2,1,0.166666667,138.52,3,88,0,2,2,2,712.540949,138.52,138.52,0.005969617,0,0.043887055,0.000927662,140.42,1,['One night free hotel with flight'],713.540949,1977,6,1309,88,2008,4,1197,1801,1197,One Night Free Hotel
508866,04/01/2023,F,Unmarried,Has no children,usa,el paso,BIF,seattle,LAX,158,1219.85,31.849,-106.38,47.53,-118.408,01/05/2023 20:45,08/05/2023 11:00,31,2.4,8,3,3,3,1,0,2,0,5,1,0.333333333,1219.85,0,158,0,3,3,6,2019.302984,2439.7,2439.7,0.105140596,0,0.125960388,0.005692673,2442.1,0,['Free checked bags'],2020.302984,940,14,425,158,726,9,375,154,154,Exclusive Discount
508877,04/01/2023,F,Married,Has children,usa,phoenix,PHX,tucson,YUL,201,1206.4,33.434,-112.008,45.517,-73.417,28/03/2023 20:19,05/04/2023 11:00,52,2.8,9,6,5,6,5,0,0,2,6,5,0,1206.4,2,201,0,6,5,7,3532.917285,0,0,0,0,0.221025416,0,2.8,0,['Free checked bags'],3537.917285,349,18,166,201,145,13,139,1664,139,One Night Free Hotel
508892,04/01/2023,F,Unmarried,Has no children,canada,hamilton,YHM,philadelphia,PNE,155,616.78,43.173,-79.935,39.872,-75.241,15/02/2023 16:19,17/02/2023 11:00,34,2.4,8,3,3,3,2,0,1,1,3,2,0.166666667,616.78,1,155,0,3,3,1,535.9659201,616.78,616.78,0.02658057,0,0.032796971,0.005527266,619.3466667,0,['Free checked bags'],537.9659201,1853,7,1816,155,784,4,1708,1172,784,No Cancellation Fee
508901,04/01/2023,F,Married,Has children,canada,hamilton,YHM,washington,IAD,76,652.86,43.173,-79.935,38.852,-77.037,07/02/2023 09:40,07/02/2023 11:00,53,1.2,8,2,2,2,1,0,0,0,2,1,0,652.86,0,76,0,2,2,0,538.4061796,0,0,0,0,0.032950236,0,1.2,1,['One night free hotel with flight'],539.4061796,2179,4,1934,76,2250,2,2041,2356,1934,Free Hotel Meals
508912,04/01/2023,M,Unmarried,Has no children,usa,tallahassee,TLH,san jose,SJC,271,314.65,30.396,-84.35,41.786,-87.752,06/04/2023 13:24,07/04/2023 11:00,44,14.3,8,4,3,3,2,1,2,2,3,2,0.333333333,314.65,2,271,1,4,3,0,1302.567503,629.3,629.3,0.027120128,0,0.080944641,0.002284986,644.2666667,2,['No cancellation fee'],1304.567503,296,6,409,272,311,4,393,371,296,Free Checked Bags
508917,04/01/2023,M,Unmarried,Has no children,usa,los angeles,LAX,new york,LGA,71,699.81,33.942,-118.408,40.64,-73.779,14/04/2023 11:00,22/04/2023 11:00,21,1.1,8,1,1,1,1,0,3,1,1,1,0.5,699.81,1,71,0,1,1,8,3974.209843,2099.43,2099.43,0.090476419,0,0.248741518,0.002480658,2101.03,1,['One night free hotel with flight'],3975.209843,148,10,524,71,2315,9,308,163,148,Free Checked Bags
508923,04/01/2023,F,Married,Has children,usa,madison,MSN,toronto,YYZ,277,5651.55,43.14,-89.337,43.862,-3.561,26/05/2023 18:00,28/05/2023 11:00,48,16.2,8,4,3,4,8,1,4,1,2,8,0.666666667,5651.55,1,277,1,4,3,1,6578.896305,22606.2,22606.2,0.974230164,0,0.412333122,0.016113622,22623.06667,3,['Free hotel meals'],6586.896305,114,6,101,278,32,5,101,4,4,Exclusive Discount
508938,04/01/2023,F,Married,Has no children,usa,atlanta,ATL,montreal,YUL,173,309.61,33.64,-84.427,45.517,-73.417,19/05/2023 10:11,24/05/2023 11:00,43,2.7,8,3,3,3,2,0,1,1,3,2,0.166666667,309.61,1,173,0,3,3,5,1619.771966,309.61,309.61,0.013342862,0,0.100867187,0.00090215,312.4766667,0,['Free checked bags'],1621.771966,1090,11,886,173,439,8,506,1532,439,No Cancellation Fee
508940,04/01/2023,M,Unmarried,Has no children,usa,grand rapids,GRR,tucson,TUS,216,574.18,42.881,-85.523,40.64,-73.779,18/06/2023 19:43,19/06/2023 11:00,40,3,9,4,4,4,0,0,2,0,4,0,0.333333333,574.18,0,216,0,4,4,0,1004.526291,1148.36,1148.36,0.049489386,0,0.062225674,0.005424033,1151.36,0,['Free checked bags'],1004.526291,1499,8,1591,216,77,4,1709,649,77,No Cancellation Fee
508944,04/01/2023,F,Unmarried,Has no children,usa,los angeles,LAX,chicago,UGN,153,567.13,33.942,-118.408,41.786,-87.752,10/02/2023 18:30,12/02/2023 11:00,58,2.4,8,2,2,2,2,0,4,1,2,2,0.666666667,567.13,1,153,0,2,2,1,2811.59205,2268.52,2268.52,0.097763472,0,0.175721402,0.003794301,2271.586667,1,['One night free hotel with flight'],2813.59205,666,5,1611,153,315,3,1631,126,126,Exclusive Discount
508946,04/01/2023,M,Unmarried,Has no children,usa,louisville,LOU,san jose,SJI,134,583.82,38.228,-85.664,40.64,-73.779,28/03/2023 12:37,31/03/2023 11:00,27,2.1,8,3,4,3,1,0,2,0,4,1,0.333333333,583.82,0,134,0,3,4,2,1054.421034,1167.64,1167.64,0.050320271,0,0.065359395,0.005250671,1169.74,0,['Free checked bags'],1055.421034,1469,10,1109,134,1311,5,1334,630,630,Exclusive Discount
508973,04/01/2023,F,Unmarried,Has no children,usa,modesto,MOD,indianapolis,IND,129,1028.81,37.626,-120.954,39.858,-86.294,21/04/2023 15:47,25/04/2023 11:00,36,1.8,9,2,2,2,4,0,2,1,3,4,0.333333333,1028.81,1,129,0,2,2,3,2997.431802,2057.62,2057.62,0.088674588,0,0.187393372,0.003227192,2059.753333,1,['One night free hotel with flight'],3001.431802,601,8,826,129,728,5,885,175,175,Exclusive Discount
509024,04/01/2023,F,Unmarried,Has no children,usa,new york,JFK,montreal,YHU,130,97.2,40.64,-73.779,45.517,-73.417,18/01/2023 09:40,23/01/2023 11:00,18,2,8,1,1,1,1,0,2,1,1,1,0.333333333,97.2,1,130,0,1,1,5,543.0923381,194.4,194.4,0.008377805,0,0.033244558,0.001718658,196.7333333,1,['One night free hotel with flight'],544.0923381,2155,7,1049,130,699,6,672,1738,672,One Night Free Hotel
509036,04/01/2023,F,Unmarried,Has children,usa,new york,JFK,portland,PWM,110,747.73,40.64,-73.779,45.589,-87.752,28/03/2023 21:55,01/04/2023 11:00,40,1.7,8,2,1,2,2,0,2,2,1,2,0.333333333,747.73,2,110,0,2,1,3,1258.317935,1495.46,1495.46,0.064447905,0,0.078165474,0.005623072,1497.826667,1,['One night free hotel with flight'],1260.317935,1592,5,1612,110,1280,5,886,323,323,Exclusive Discount
509052,04/01/2023,F,Married,Has no children,usa,san antonio,SKF,ottawa,YOW,130,480.01,29.384,-98.581,45.323,-75.669,14/02/2023 18:20,14/02/2023 11:00,61,2,8,1,1,1,0,0,2,2,1,0,0.333333333,480.01,2,130,0,1,1,-1,2673.794707,960.02,960.02,0.04137274,0,0.167066813,0.0016889,962.6866667,1,['One night free hotel with flight'],2673.794707,725,1,2389,130,700,0,2386,684,684,Exclusive Discount
509061,04/01/2023,F,Unmarried,Has children,canada,vancouver,YVR,washington,YMX,218,666.27,49.195,-123.182,45.517,-73.417,13/02/2023 12:57,22/02/2023 11:00,31,3.4,8,3,2,3,1,0,1,3,2,1,0.166666667,666.27,3,218,0,3,2,8,3702.757959,666.27,666.27,0.028713376,0,0.231692538,0.000845186,670.17,1,['One night free hotel with flight'],3703.757959,321,12,329,218,35,11,206,1002,35,No Cancellation Fee
509069,04/01/2023,F,Married,Has no children,usa,new york,JFK,tucson,FAT,139,785.82,40.64,-73.779,36.776,-110.883,10/03/2023 11:00,13/03/2023 11:00,45,2.1,8,2,3,2,2,0,0,1,3,2,0,785.82,1,139,0,2,3,3,3223.952691,0,0,0,0,0.201620388,0,2.1,1,['One night free hotel with flight'],3225.952691,522,9,661,139,520,5,887,1984,520,No Cancellation Fee
509098,04/01/2023,F,Unmarried,Has no children,usa,los angeles,LAX,toronto,YYZ,158,1079.92,33.942,-118.408,43.862,-79.37,24/01/2023 15:23,31/01/2023 11:00,44,2.2,9,2,1,2,1,0,1,2,1,1,0.166666667,1079.92,2,158,0,2,1,6,3516.533724,1079.92,1079.92,0.046539916,0,0.219996419,0.001442746,1082.453333,1,['One night free hotel with flight'],3517.533724,379,8,827,158,258,8,410,612,258,No Cancellation Fee
509115,04/01/2023,F,Unmarried,Has no children,usa,los angeles,LAX,philadelphia,YUL,157,1367.14,33.942,-118.408,45.517,-73.417,27/07/2023 21:49,30/07/2023 11:00,37,2.4,8,5,7,5,5,0,2,0,9,5,0.333333333,1367.14,0,157,0,5,7,2,3998.12267,2734.28,2734.28,0.117835729,0,0.250243403,0.003211398,2736.68,0,['Free checked bags'],4003.12267,118,18,167,157,746,7,702,113,113,Exclusive Discount
509119,04/01/2023,F,Unmarried,Has no children,usa,new york,LGA,san francisco,SFO,97,734.04,40.777,-73.872,37.619,-118.408,18/06/2023 11:00,26/06/2023 11:00,26,1.5,8,2,3,2,0,0,2,0,4,0,0.333333333,734.04,0,97,0,2,3,8,3812.60053,1468.08,1468.08,0.063267945,0,0.23859138,0.00180846,1469.58,1,['One night free hotel with flight'],3812.60053,286,15,183,97,1733,10,253,339,183,Free Hotel Meals
509157,04/01/2023,F,Unmarried,Has children,usa,san antonio,RND,tucson,TUS,124,317.93,29.529,-98.279,33.942,-110.883,22/07/2023 16:32,12/08/2023 11:00,28,1.9,8,2,2,2,0,0,0,1,2,0,0,317.93,1,124,0,2,2,20,1287.807736,0,0,0,0,0.080017629,0,1.9,1,['One night free hotel with flight'],1287.807736,1580,24,26,124,871,22,20,2055,20,One Night Free Hotel
509160,04/01/2023,M,Unmarried,Has children,usa,new orleans,NBG,portland,PWM,144,583.58,29.825,-90.035,45.589,-75.241,02/03/2023 17:09,04/03/2023 11:00,54,2.2,8,2,2,2,2,0,1,0,2,2,0.166666667,583.58,0,144,0,2,2,1,2175.508864,583.58,583.58,0.025149792,0,0.135771154,0.001263301,585.78,1,['One night free hotel with flight'],2177.508864,1018,5,1613,144,440,3,1632,1142,440,No Cancellation Fee
509202,04/01/2023,F,Unmarried,Has children,usa,minneapolis,MSP,baltimore,BWI,74,303.72,44.88,-93.217,39.175,-76.668,12/03/2023 11:00,13/03/2023 11:00,26,1.1,8,1,2,1,1,0,2,0,2,1,0.333333333,303.72,0,74,0,1,2,1,1503.241913,607.44,607.44,0.026178056,0,0.093548326,0.001908452,608.54,1,['One night free hotel with flight'],1504.241913,1451,5,1614,74,2280,2,2042,1099,1099,Exclusive Discount
509221,04/01/2023,F,Unmarried,Has no children,usa,kansas city,MCI,el paso,ORD,161,233.79,39.297,-94.714,41.786,-82.892,07/06/2023 11:00,14/06/2023 11:00,39,2.2,9,3,4,3,3,0,1,0,4,3,0.166666667,233.79,0,161,0,3,4,7,1035.635076,233.79,233.79,0.010075345,0,0.064179512,0.00107064,235.99,0,['Free checked bags'],1038.635076,1485,15,327,161,657,10,282,1575,282,One Night Free Hotel
509242,04/01/2023,M,Unmarried,Has no children,usa,st. petersburg,PIE,vancouver,YVR,142,722.52,27.911,-82.687,49.195,-75.241,10/07/2023 10:52,11/07/2023 11:00,43,2.2,8,3,3,2,0,0,2,0,3,0,0.333333333,722.52,0,142,0,3,3,1,2450.719673,1445.04,1445.04,0.06227502,0,0.15305622,0.002774871,1447.24,1,['One night free hotel with flight'],2450.719673,834,7,1050,142,474,4,1198,359,359,Exclusive Discount
509278,04/01/2023,F,Married,Has no children,canada,edmonton,YED,jacksonville,NIP,306,1296.85,53.667,-113.467,32.847,-81.688,12/03/2023 11:00,19/03/2023 11:00,50,16.6,8,3,3,3,5,1,1,1,4,5,0.166666667,1296.85,1,306,1,3,3,7,3410.824086,1296.85,1296.85,0.055888667,0,0.213357152,0.001786473,1313.616667,2,['No cancellation fee'],3415.824086,127,14,143,307,249,10,114,241,114,One Night Free Hotel
509282,04/01/2023,F,Unmarried,Has no children,usa,seattle,SEA,san antonio,SAT,153,749.33,47.449,-122.309,40.64,-73.779,24/06/2023 11:00,02/07/2023 11:00,37,2.1,9,3,4,3,3,0,2,0,5,3,0.333333333,749.33,0,153,0,3,4,8,3886.620292,1498.66,1498.66,0.064585812,0,0.243240313,0.001810846,1500.76,0,['Free checked bags'],3889.620292,235,17,207,153,815,11,225,391,207,Free Hotel Meals
509302,04/01/2023,F,Unmarried,Has children,canada,toronto,YZD,washington,LGA,109,101.78,43.742,-79.466,40.64,-73.779,25/05/2023 10:43,25/05/2023 11:00,59,1.5,9,2,2,1,1,0,4,2,2,1,0.666666667,101.78,2,109,0,2,2,0,581.5701947,407.12,407.12,0.017545124,0,0.035661222,0.003355367,409.9533333,1,['One night free hotel with flight'],582.5701947,2091,4,1935,109,1315,2,2043,1427,1315,No Cancellation Fee
509316,04/01/2023,F,Unmarried,Has no children,usa,chicago,MDW,new york,YYC,167,784.62,41.786,-87.752,53.667,-73.779,23/02/2023 18:28,25/02/2023 11:00,41,2.6,8,4,3,3,2,0,0,0,4,2,0,784.62,0,167,0,4,3,1,1678.250365,0,0,0,0,0.104540019,0,2.6,0,['Free checked bags'],1680.250365,1063,8,1592,167,520,5,1335,1693,520,No Cancellation Fee
509324,04/01/2023,F,Married,Has no children,canada,winnipeg,YAV,portland,PWM,142,702.63,50.056,-97.032,45.589,-104.667,24/02/2023 14:36,27/02/2023 11:00,49,2,9,3,2,3,2,0,3,2,3,2,0.5,702.63,2,142,0,3,2,2,755.3923524,2107.89,2107.89,0.090841009,0,0.046578408,0.013300781,2110.89,0,['Free checked bags'],757.3923524,1655,7,1817,142,1087,5,1336,209,209,Exclusive Discount
509341,04/01/2023,F,Unmarried,Has no children,canada,vancouver,YVR,winnipeg,YAV,84,597.57,49.195,-123.182,50.056,-79.935,11/01/2023 16:20,14/01/2023 11:00,24,1.3,8,2,1,2,0,0,2,2,1,0,0.333333333,597.57,2,84,0,2,1,2,3072.651,1195.14,1195.14,0.051505403,0,0.192117637,0.001828375,1197.106667,1,['One night free hotel with flight'],3072.651,572,4,1936,84,2103,4,1199,527,527,Exclusive Discount
509346,04/01/2023,M,Unmarried,Has children,usa,atlanta,ATL,ottawa,YOW,106,277.57,33.64,-84.427,45.323,-73.779,07/07/2023 11:00,10/07/2023 11:00,50,1.7,8,2,2,2,1,0,2,0,2,1,0.333333333,277.57,0,106,0,2,2,3,1585.236664,555.14,555.14,0.023924151,0,0.098698141,0.001653131,556.84,1,['One night free hotel with flight'],1586.236664,1406,7,1051,106,1410,5,888,1181,888,One Night Free Hotel
509353,04/01/2023,F,Unmarried,Has no children,usa,dallas,DAL,san diego,SAN,76,668.68,32.847,-96.852,32.699,-117.215,12/01/2023 11:22,16/01/2023 11:00,30,1.1,9,1,1,1,0,0,3,0,2,0,0.5,668.68,0,76,0,1,1,3,1900.95009,2006.04,2006.04,0.086451711,0,0.11852704,0.004974346,2007.14,1,['One night free hotel with flight'],1900.95009,1214,6,1310,76,2251,4,1200,184,184,Exclusive Discount
509354,04/01/2023,M,Married,Has no children,usa,tallahassee,TLH,san antonio,RND,111,242.46,30.396,-84.35,32.847,-96.852,09/04/2023 11:00,17/04/2023 11:00,45,1.7,8,2,3,2,1,0,1,2,3,1,0.166666667,242.46,2,111,0,2,3,8,1213.911342,242.46,242.46,0.010448985,0,0.075376445,0.000945406,244.4933333,1,['One night free hotel with flight'],1214.911342,1620,14,223,111,1244,10,254,1668,223,Free Hotel Meals
